-0.857733,-1.403384,-0.277876,2.635152,0,0,0,1
-11.299936,6.323287,1.809403,3.205752,0,0,0,1
-10.206733,2.654109,0.121695,7.536108,0,0,0,1
-3.312468,-3.977923,-0.238077,7.707140,0,0,0,1
-8.340141,5.497239,3.111907,-0.274582,0,0,0,1
-11.056684,8.249968,1.905364,0.914209,0,0,0,1
-7.424797,2.292881,-1.139817,6.371830,0,0,0,1
-8.723080,4.155607,2.196763,2.432526,0,0,0,1
-19.157553,14.607379,3.432576,1.043459,0,0,0,1
-6.217764,-0.721100,3.036093,4.017595,0,0,0,1
-10.427695,4.576029,2.911137,2.960626,0,0,0,1
-2.359259,-4.869615,-1.127358,8.538074,0,0,0,1
-5.020590,0.432323,-2.014617,6.686348,0,0,0,1
2.387470,-7.686396,-0.437038,5.934264,0,0,0,1
-2.939875,-2.088396,2.359868,2.772027,0,0,0,1
-0.779247,-6.559982,1.190907,6.313515,0,0,0,1
1.964263,-10.266392,-2.825017,11.358361,0,0,0,1
1.746360,-5.591450,0.883654,3.061317,0,0,0,1
-0.460612,-4.166138,0.588008,4.142086,0,0,0,1
-10.705955,4.731093,1.173677,4.876397,0,0,0,1
-6.345034,0.740156,1.171747,4.485623,0,0,0,1
-10.664085,6.674351,2.785415,1.226952,0,0,0,1
3.528941,-6.505706,4.644134,-1.565961,0,0,0,1
-3.910816,1.700377,-0.943431,3.202121,0,0,0,1
-4.273926,-3.146887,-0.201746,7.806841,0,0,0,1
0.279831,-10.328588,-1.360491,11.644100,0,0,0,1
1.904667,-4.796355,-1.887716,4.891450,0,0,0,1
1.633906,-3.954296,-2.999951,5.480540,0,0,0,1
-2.191396,-2.767317,-0.063515,5.125097,0,0,0,1
0.284793,-9.185333,0.952317,8.165575,0,0,0,1
-12.016012,-0.302502,6.300591,6.067383,0,0,0,1
-4.672394,0.906070,-0.765924,4.651837,0,0,0,1
-2.940939,-5.651479,2.783354,5.962186,0,0,0,1
-4.999790,1.772298,1.067645,2.208917,0,0,0,1
-0.612034,-3.440132,1.539498,2.601265,0,0,0,1
-13.323491,5.622454,5.867259,1.846634,0,0,0,1
-3.731270,-2.954018,0.353305,6.411891,0,0,0,1
-11.755437,-2.798517,1.249061,13.501777,0,0,0,1
